Word    :   Frequency
ਜਮਾਈਅਨੁ : 1
ਜਮਾਏ : 1
ਜਮਾਤੀ : 1
ਜਮਾਦਿ : 1
ਜਮਾਨੈ : 1
ਜਮਾਲ : 1
ਜਮਾਵਹੁ : 1
ਜਮਾਵੈਗੋ : 1
ਜਮਿਓ : 1
ਜਯਦੇਵ : 1
ਜਰਣੀ : 1
ਜਰਣੇ : 1
ਜਰਤ : 1
ਜਰਤਾ : 1
ਜਰਤੇ : 1
ਜਰਦ : 1
ਜਰਨ : 1
ਜਰਨਾ : 1
ਜਰਮ : 1
ਜਰਹੁ : 1
ਜਰਾਏ : 1
ਜਰਾਧਿ : 1
ਜਰਾਵਤ : 1
ਜਰਾਵੈ : 1
ਜਰਾਸੰਧਿ : 1
ਜਰੀਨਾ : 1
ਜਰੰਗਾ : 1
ਜਲਣਿ : 1
ਜਲਤਉ : 1
ਜਲਤੁ : 1
ਜਲਤੌ : 1
ਜਲਦੀਆ : 1
ਜਲਧਰਾ : 1
ਜਲਧਾਰਾ : 1
ਜਲਧਿ : 1
ਜਲਨ : 1
ਜਲਨੁ : 1
ਜਲਨੇ : 1
ਜਲਹਰ : 1
ਜਲਹੁ : 1
ਜਲਾਈਅਲੇ : 1
ਜਲਾਵਣਿਆ : 1
ਜਲਾਵਣੀ : 1
ਜਲਿਐ : 1
ਜਲਿਓ : 1
ਜਲੀਆ : 1
ਜਲੀਈਂ : 1
ਜਲੇਤਾ : 1
ਜਲੋ : 1
ਜਲ੍ਯ੍ਯ : 1
ਜਲ੍ਯ੍ਯਨ : 1
ਜਲੰਨ੍ਹ੍ਹਿ : 1
ਜਵਾਲੁ : 1
ਜਸਮਰਣੇਨ : 1
ਜਸਰਥ : 1
ਜਸਹਿ : 1
ਜਸੁਦਾ : 1
ਜਸੂਆ : 1
ਜਸੇ : 1
ਜਸੋਦ : 1
ਜਹਰ : 1
ਜਹਰੁ : 1
ਜਹਾਨੈ : 1
ਜਹਾਨੰ : 1
ਜਹਾਨ : 1
ਜਹੀਰ : 1
ਜਾਂਏਂ : 1
ਜਾਂਤ : 1
ਜਾਂਤਿ : 1
ਜਾਂਨਦ : 1
ਜਾਂਮਣੁ : 1
ਜਾਂਮੈ : 1
ਜਾਂਹਂ​‍ੀ : 1
ਜਾਂਹਿਗਾ : 1
ਜਾਂਹੀਂ : 1
ਜਾਇਣੁ : 1
ਜਾਇਬਾ : 1
ਜਾਇਬੋ : 1
ਜਾਇਸਾ : 1
ਜਾਇਸਿ : 1
ਜਾਈਅਹੁ : 1
ਜਾਈਆ : 1
ਜਾਓ : 1
ਜਾਗਣਹਾਰਾ : 1
ਜਾਗਣੁ : 1
ਜਾਗਨ : 1
ਜਾਗਨਹਾਰੇ : 1
ਜਾਗਨਿ : 1
ਜਾਗਰਣੁ : 1
ਜਾਗਾਇ : 1
ਜਾਗਾਈ : 1
ਜਾਗਾਵੈ : 1
ਜਾਗਿਓਹਿ : 1
ਜਾਗੀਆ : 1
ਜਾਗੀਐ : 1
ਜਾਗੀਲੇ : 1
ਜਾਗੂਤਾ : 1
ਜਾਗੋਟੀ : 1
ਜਾਗ੍ਯ੍ਯਾ : 1
ਜਾਗ੍ਰਣ : 1
ਜਾਗ੍ਰਣੁ : 1
ਜਾਗੰਤਾ : 1
ਜਾਗੰਨਿ : 1
ਜਾਚਤ : 1
ਜਾਚਨਾ : 1
ਜਾਚਹੁ : 1
ਜਾਚਾ : 1
ਜਾਚਿ : 1
ਜਾਚਿਆ : 1
ਜਾਚਿਕਹ : 1
ਜਾਚਿਕਾ : 1
ਜਾਚੀਐ : 1
ਜਾਚੁ : 1
ਜਾਚੋਵੈ : 1
ਜਾਚੜੀ : 1
ਜਾਚੰਉ : 1
ਜਾਚੰਗਨਾ : 1
ਜਾਚੰਦੀ : 1
ਜਾਞੀਆਂ : 1
ਜਾਟ : 1
ਜਾਟਰੋ : 1
ਜਾਡਾ : 1
ਜਾਣਇ : 1
ਜਾਣਤਾ : 1
ਜਾਣਦੇ : 1
ਜਾਣਦੋ : 1
ਜਾਣਨ੍ਹ੍ਹਿ : 1
ਜਾਣਲਾ : 1
ਜਾਣਹ : 1
ਜਾਣਹਾ : 1
ਜਾਣਾਇਆ : 1
ਜਾਣਾਈਐ : 1
ਜਾਣਿਅਹੁ : 1
ਜਾਣੀਅ : 1
ਜਾਣੀਅਨਿ : 1
ਜਾਣੀਅਨ੍ਹ੍ਹਿ : 1
ਜਾਣੀਅਹੁ : 1
ਜਾਣੋਵਾ : 1
ਜਾਣੰਤ : 1
ਜਾਣੰਨ੍ਹ੍ਹਿ : 1
ਜਾਤਿਅਹੁ : 1
ਜਾਤੀਂ : 1
ਜਾਤੌ : 1
ਜਾਤ੍ਰ : 1
ਜਾਤ੍ਰਾ : 1
ਜਾਦਮੁ : 1
ਜਾਦਵ : 1
ਜਾਦਾ : 1
ਜਾਦਿਮ : 1
ਜਾਦੀ : 1
ਜਾਦੋ : 1
ਜਾਨਣਹਾਰ : 1
ਜਾਨਣਹਾਰੇ : 1
ਜਾਨਣੋ : 1
ਜਾਨਥ : 1
ਜਾਨਹੁਗੇ : 1
ਜਾਨਾਤ : 1
ਜਾਨਾਨਾ : 1
ਜਾਨੀਅਤੁ : 1
ਜਾਨੀਅਹੁ : 1
ਜਾਨੀਆ : 1
ਜਾਨੂ : 1
ਜਾਨੌ : 1
ਜਾਨ੍ਯ੍ਯਉ : 1
ਜਾਨੰਤਿ : 1
ਜਾਪਏ : 1
ਜਾਪਣ : 1
ਜਾਪਣੇ : 1
ਜਾਪਨ੍ਹ੍ਹਿ : 1
ਜਾਪਨ੍ਹ੍ਹੀ : 1
ਜਾਪਿਓ : 1
ਜਾਪੀਅਲੇ : 1
ਜਾਮਾ : 1
ਜਾਰਸਿ : 1
ਜਾਰਿਆ : 1
ਜਾਰੀਆ : 1
ਜਾਰੀਐ : 1
ਜਾਰੋ : 1
ਜਾਲਉ : 1
ਜਾਲਕਾ : 1
ਜਾਲਣ : 1
ਜਾਲਪਾ : 1
ਜਾਲਹੁ : 1
ਜਾਲਾਇ : 1
ਜਾਲਿਓਨੁ : 1
ਜਾਲੀਅਉ : 1
ਜਾਲੀਆ : 1
ਜਾਲੇਨ੍ਹ੍ਹਿ : 1
ਜਾਲੋ : 1
ਜਾਲ : 1
ਜਾਵਣ : 1
ਜਾਵਣੇ : 1
ਜਾਵਣੋ : 1
ਜਾਵਦ : 1
ਜਾਵਦਾ : 1
ਜਾਵਨਾ : 1
ਜਾਵਸਿ : 1
ਜਾਵਸਿਤਾ : 1
ਜਾਵਹਿਗੇ : 1
ਜਾਵਹੀ : 1
ਜਾਵਹੇ : 1
ਜਾਵਾਂ : 1
ਜਾਵਾਈ : 1
ਜਾਵੀ : 1
ਜਾਵੇ : 1
ਜਾਵੰਤ : 1
ਜਾਸਿ : 1
ਜਾਹ : 1
ਜਾਹਰਨਵੀ : 1
ਜਾਹਿੰਗੇ : 1
ਜਾਹੁਗੇ : 1
ਜਾਹੇ : 1
ਜਾਹੋ : 1
ਜਿਉਂ : 1
ਜਿਠਾਣੀ : 1
ਜਿਠਾਨੀ : 1
ਜਿਠੇਰੇ : 1
ਜਿਣਕਾ : 1
ਜਿਣਤਿਆ : 1
ਜਿਣਹਿ : 1
ਜਿਤਨੋ : 1
ਜਿਤਾਨਾ : 1
ਜਿਤਿਆ : 1
ਜਿਤੀਆ : 1
ਜਿਤੇ : 1
ਜਿਤੈ : 1
ਜਿਧਰਿ : 1
ਜਿਨੂਰਾ : 1
ਜਿਨੇਹਾ : 1
ਜਿਪਈ : 1
ਜਿਵਹਾ : 1
ਜਿਵਾਲੇ : 1
ਜਿਵਾਹੇ : 1
ਜਿਸੋ : 1
ਜਿਹਬੇ : 1
ਜਿਹਵ : 1
ਜਿੰਦੋ : 1
ਜਿੰਨਾਂ : 1
ਜਿੰਨੀ : 1
ਜਿੰਨੂਰੀ : 1
ਜਿੰਨ੍ਹ੍ਹ : 1
ਜਿੰਨ੍ਹ੍ਹੀ : 1
ਜੀਅਣਹ : 1
ਜੀਆਇਹ : 1
ਜੀਆਵਨਹਾਰਾ : 1
ਜੀਤਉ : 1
ਜੀਤਹਿ : 1
ਜੀਤਹੁ : 1
ਜੀਤੀਐ : 1
ਜੀਨ : 1
ਜੀਭੌ : 1
ਜੀਰਾਂਦਿ : 1
ਜੀਰਾਣ : 1
ਜੀਰਾਣਿ : 1
ਜੀਲ : 1
ਜੀਵਣਹ : 1
ਜੀਵਣੈ : 1
ਜੀਵਣੰ : 1
ਜੀਵਤਾ : 1
ਜੀਵਤੀ : 1
ਜੀਵਦੈ : 1
ਜੀਵਦੜੋ : 1
ਜੀਵਨਹਾਰਾ : 1
ਜੀਵਨੈ : 1
ਜੀਵਨੋ : 1
ਜੀਵਸਾ : 1
ਜੀਵਾਇ : 1
ਜੀਵਾਉ : 1
ਜੀਵਾਨਦ : 1
ਜੀਵਾਲਨਹਾਰ : 1
ਜੀਵਾਲਹਿ : 1
ਜੀਵਾਲਿਅਨੁ : 1
ਜੀਵਾਲਿਆ : 1
ਜੀਵਾਵਉ : 1
ਜੀਵਾਵਣਿਆ : 1
ਜੀਵਾਹਿ : 1
ਜੀਵੀ : 1
ਜੀਵੀਜੈ : 1
ਜੀਵੰ : 1
ਜੀਵੰਤ : 1
ਜੀਵੰਦਾ : 1
ਜੀਸ : 1
ਜੁਆਇਆ : 1
ਜੁਆਨ : 1
ਜੁਗਣੇ : 1
ਜੁਗਤਨ : 1
ਜੁਗਤੁ : 1
ਜੁਗਤੇ : 1
ਜੁਗਨੇ : 1
ਜੁਗਹੁ : 1
ਜੁਗਾਹਾ : 1
ਜੁਗੰਤਰ : 1
ਜੁਜ : 1
ਜੁਜਰੁ : 1
ਜੁਝੁ : 1
ਜੁਟਸੀ : 1
ਜੁਟੁ : 1
ਜੁਦਰੀਆ : 1
ਜੁਧ : 1
ਜੁਧੁ : 1
ਜੁਮਲਾ : 1
ਜੁਰਨਾ : 1
ਜੁਰਿ : 1
ਜੁਰਿਆ : 1
ਜੁਰੀਆ : 1
ਜੁਰੇ : 1
ਜੁਲਈ : 1
ਜੁਲਦੇ : 1
ਜੁਲਾਈ : 1
ਜੁਲਾਈਆ : 1
ਜੁਲਾਊਂ : 1
ਜੁਲਿਆ : 1
ਜੁਲੰਦੜੀ : 1
ਜੁੜਤੇ : 1
ਜੁੜੇ : 1
ਜੁੜੈ : 1
ਜੁੜੰਨਿ : 1
ਜੁੰਮਣਹਾਰ : 1
ਜੁੰਮਿਓ : 1
ਜੂਈ : 1
ਜੂਝਨ : 1
ਜੂਝਹਿ : 1
ਜੂਝਿ : 1
ਜੂਝੁ : 1
ਜੂਝੈ : 1
ਜੂਟ : 1
ਜੂਠਾਨ : 1
ਜੂਠਾਨੈ : 1
ਜੂਠਾਰੀ : 1
ਜੂਠਾਰੇ : 1
ਜੂਠੁ : 1
ਜੂਥ : 1
ਜੂਨਾ : 1
ਜੂਹ : 1
ਜੇਂਹ : 1
ਜੇਜੀਆ : 1
ਜੇਠਾਨੀ : 1
ਜੇਠਾਨੜੀਆਹ : 1
ਜੇਠੀ : 1
ਜੇਠੋ : 1
ਜੇਡੁ : 1
ਜੇਣ : 1
ਜੇਤੀਆ : 1
ਜੇਤੈ : 1
ਜੇਤੋ : 1
ਜੇਵ : 1
ਜੇਵਡਾ : 1
ਜੇਵਰਾ : 1
ਜੇਵਹਿ : 1
ਜੇਵਿਆ : 1
ਜੇਵੇਹੀ : 1
ਜੇਵੇਹੇ : 1
ਜੇਵੜੀਆ : 1
ਜੇਸਟ : 1
ਜੇਹੈ : 1
ਜੈਂ : 1
ਜੈਤਵਾਰੁ : 1
ਜੈਦੇਵਿ : 1
ਜੈਨੀ : 1
ਜੈਬੋ : 1
ਜੈਹਹਿ : 1
ਜੋਆਇਆ : 1
ਜੋਇਓ : 1
ਜੋਇਸੀ : 1
ਜੋਈਐ : 1
ਜੋਕ : 1
ਜੋਖੀਵਦੈ : 1
ਜੋਗਈ : 1
ਜੋਗਤਣ : 1
ਜੋਗਨ : 1
ਜੋਗਨੀ : 1
ਜੋਗਵੈ : 1
ਜੋਗਾਧਾਰੀ : 1
ਜੋਗਿ : 1
ਜੋਗਿਆ : 1
ਜੋਗਿੰਦ੍ਰਾ : 1
ਜੋਗੇਨ : 1
ਜੋਗੈ : 1
ਜੋਜਨ : 1
ਜੋਤ : 1
ਜੋਤਕੁ : 1
ਜੋਤਿਕ : 1
ਜੋਤਿਕੀ : 1
ਜੋਤੈ : 1
ਜੋਤ੍ਯ੍ਯਿੰ : 1
ਜੋਦਰੀਆ : 1
ਜੋਧਾ : 1
ਜੋਧੁ : 1
ਜੋਧੈ : 1
ਜੋਨ : 1
ਜੋਬਨਵੰਤ : 1
ਜੋਬਨਵੰਤੁ : 1
ਜੋਬਨਾ : 1
ਜੋਬਨੈ : 1
ਜੋਰਤ : 1
ਜੋਰਿਆ : 1
ਜੋਰਿਐ : 1
ਜੋਰੋ : 1
ਜੋਲਾਹਰਾ : 1
ਜੋਲਾਹੇ : 1
ਜੋਲਿ : 1
ਜੋਲੀਐ : 1
ਜੋਵਣਾ : 1
ਜੋਵਹਿ : 1
ਜੋਵੈ : 1
ਜੋਹਈ : 1
ਜੋਹਣਿ : 1
ਜੋਹਤੀ : 1
ਜੋਹਨੀ : 1
ਜੋਹਾਰੀ : 1
ਜੋਹਾਰੁ : 1
ਜੋਹਿਓ : 1
ਜੋਹੰ : 1
ਜੋੜਣਹਾਰਾ : 1
ਜੋੜਣਹਾਰੈ : 1
ਜੋੜਨਹਾਰੋ : 1
ਜੋੜਿਆ : 1
ਜੋੜਿਹੁ : 1
ਜੋੜੀਆ : 1
ਜੌਬਨ : 1
ਜੜਤੀ : 1
ਜੜਵਤ : 1
ਜੜਾ : 1
ਜੜਾਂਈ : 1
ਜੜਾਈ : 1
ਜੜਾਵਾ : 1
ਜੜਾਵੀ : 1
ਜੜਿਓ : 1
ਜੜੀਅੰ : 1
ਜੜੀਆਹ : 1
ਜੜੀਏ : 1
ਜੜੀਜੈ : 1
ਜੜੰਦੀਆ : 1
ਜੰਗਲ : 1
ਜੰਗਲਿ : 1
ਜੰਗਾ : 1
ਜੰਗਾਲੀ : 1
ਜੰਗੀਲਾ : 1
ਜੰਘੀਐ : 1
ਜੰਜਾਰੀ : 1
ਜੰਜਾਰੋ : 1
ਜੰਜਾਲੀ : 1
ਜੰਜਾਲੇ : 1
ਜੰਜੀਰੀ : 1
ਜੰਜੀਰੀਆ : 1
ਜੰਤਨ : 1
ਜੰਤਰੀਆ : 1
ਜੰਤਾਇਲੇ : 1
ਜੰਤਾਹ : 1
ਜੰਤੈਨੀ : 1
ਜੰਦਾਰ : 1
ਜੰਦਾਰਾ : 1
ਜੰਨ : 1
ਜੰਨਾ : 1
ਜੰਨੀ : 1
ਜੰਪਹਿ : 1
ਜੰਪਹੁ : 1
ਜੰਬੁਕੁ : 1
ਜੰਬੂਰ : 1
ਜੰਮਨਿ : 1
ਜੰਮਸੀ : 1
ਜੰਮਿਹਿ : 1
ਜੰਮੀਐ : 1
ਜਆਨੀ : 1
ਜਨੀਐ : 1
ਜਲਾਹਾ : 1
ਝਕੋਰਿਆ : 1
ਝਕੋਲਨਹਾਰੁ : 1
ਝਕੋਲੇ : 1
ਝਖਣੁ : 1
ਝਖਹਿ : 1
ਝਖਾਇਆ : 1
ਝਖਾਈਐ : 1
ਝਖੜ : 1
ਝਖੜਿ : 1
ਝਖੜੁ : 1
ਝਗਰਉ : 1
ਝਗਰਤੇ : 1
ਝਗਰਾਇਆ : 1
ਝਗੋਲੁ : 1
ਝਗੜਾਏ : 1
ਝਗੜੈ : 1
ਝਝਕਿ : 1
ਝਟੀਐ : 1
ਝਨਤਕਾਰ : 1
ਝਪੀੜਾ : 1
ਝਬਕਿ : 1
ਝਮਕ : 1
ਝਰਣਾ : 1
ਝਰਣੇ : 1
ਝਰਨਾ : 1
ਝਰੇ : 1
ਝਲ : 1
ਝਲਈ : 1
ਝਲਉ : 1
ਝਲੀ : 1
ਝਲੁ : 1
ਝਲੁੰਭਲੈ : 1
ਝਲੇ : 1
ਝਲੈ : 1
ਝਹੀਆ : 1
ਝਾਗੀ : 1
ਝਾਟੁਲੀ : 1
ਝਾਟੈ : 1
ਝਾਰਤ : 1
ਝਾਰਹ : 1
ਝਾਰਹੁ : 1
ਝਾਰੀ : 1
ਝਾਰੇ : 1
ਝਾਰੈ : 1
ਝਾਲਾ : 1
ਝਾਲਾਘੇ : 1
ਝਾਲਿ : 1
ਝਾਲੁ : 1
ਝਾਲੂ : 1
ਝਾੜ : 1
ਝਾੜਾ : 1
ਝਾੜਿ : 1
ਝਾੜ੍ਯ੍ਯਉ : 1
ਝਿਮਕਨਿ : 1
ਝਿਮਝਿਮਾ : 1
ਝਿਮੇ : 1
ਝਿਲਕਾਵਹਿ : 1
ਝਿਲਕੈ : 1
ਝਿਲਮਿਲਿ : 1
ਝਿਲਿ : 1
ਝਿੰਙ : 1
ਝੀਕ : 1
ਝੀਣੀ : 1
ਝੀਵਰਿ : 1
ਝੀਵਰੁ : 1
ਝੁਣ : 1
ਝੁਣੁ : 1
ਝੁਣੋ : 1
ਝੁਨੰਤਕਾਰ : 1
ਝੁਰੁ : 1
ਝੁਲਾਈ : 1
ਝੁਲਾਰਦੇ : 1
ਝੁਲਾਰਿਆ : 1
ਝੁਲਾਵੈ : 1
ਝੁਲੈ : 1
ਝੁੰਗੀਆ : 1
ਝੁੰਝਨੜਾ : 1
ਝੁੰਡੀ : 1
ਝੁੰਪੜੀ : 1
ਝੂਠਉ : 1
ਝੂਠਹ : 1
ਝੂਠਿਆ : 1
ਝੂਣੀ : 1
ਝੂਣੇ : 1
ਝੂਰਉ : 1
ਝੂਰਨ : 1
ਝੂਰਨੁ : 1
ਝੂਰਹਿ : 1
ਝੂਰੀ : 1
ਝੂਰੇਉ : 1
ਝੂਲਾਵਉ : 1
ਝੇਰਾ : 1
ਝੇਰਿ : 1
ਝੇਲਾ : 1
ਝੋਕ : 1
ਝੋਕਿ : 1
ਝੋਲਨਾ : 1
ਝੋਲਾ : 1
ਝੋਲੀਐ : 1
ਝੋਲੈ : 1
ਝੜ : 1
ਝੜੀ : 1
ਝੜੀਯੰ : 1
ਝੜੇ : 1
ਝੰਖੀਐ : 1
ਝੰਖੁ : 1
ਞਤਨ : 1
ਞਾ : 1
ਞਾਣਤ : 1
ਞਾਹੂ : 1
ਞਿਆਨੋ : 1
ਞੋ : 1
ਞੰਞੈ : 1
ਟਕਸਾਲਾ : 1
ਟਕਸਾਲੀ : 1
ਟਗਰੀ : 1
ਟਟਰਿ : 1
ਟਟਾ : 1
ਟਟੈ : 1
ਟਪਹਿ : 1
ਟਪਿਐ : 1
ਟਬਰ : 1
ਟਰਤ : 1
ਟਰਹੁ : 1
ਟਰਿਆ : 1
ਟਰੀ : 1
ਟਰੀਐ : 1
ਟਲਹਿ : 1
ਟਲਾਧਾ : 1
ਟਲਿ : 1
ਟਲਿਆ : 1
ਟਲੀ : 1
ਟਹਕੇਵ : 1
ਟਹਲਾ : 1
ਟਹਲਾਇਓ : 1
ਟਹਲਾਵਾ : 1
ਟਾਂਡ : 1
ਟਾਂਡੋ : 1
ਟਾਕਿਮ : 1
ਟਾਪੈ : 1
ਟਾਰਉ : 1
ਟਾਰਿਓ : 1
ਟਾਰੀਐ : 1
ਟਾਲਿ : 1
ਟਾਲੈ : 1
ਟਾਹੇ : 1
ਟਿਕਈ : 1
ਟਿਕਣ : 1
ਟਿਕਾਇਆ : 1
ਟਿਕਾਵਸਿ : 1
ਟਿਕਾਵਹੁ : 1
ਟਿਕਾਵੈਗੋ : 1
ਟਿਕਾਹੀ : 1
ਟਿਕਿਓਨੁ : 1
ਟਿਕੀ : 1
ਟਿਕੀਜੈ : 1
ਟੀਕਾਵੈ : 1
ਟੀਡੁ : 1
ਟੁਕਾਇ : 1
ਟੁਕਾਈ : 1
ਟੁਟਿ : 1
ਟੁਬੀ : 1
ਟੁਲੇਰੈ : 1
ਟੁੰਡਾ : 1
ਟੁੰਡੇ : 1
ਟੂਕਸਿ : 1
ਟੂਕਿ : 1
ਟੂਟ : 1
ਟੂਟਨਿ : 1
ਟੂਟਹਿ : 1
ਟੇਕੇ : 1
ਟੇਢ : 1
ਟੇਢਉ : 1
ਟੇਢਾ : 1
ਟੇਢੀ : 1
ਟੇਢੌ : 1
ਟੇਰਉ : 1
ਟੇਰਤ : 1
ਟੇਰੇ : 1
ਟੇਵ : 1
ਟੋਏ : 1
ਟੋਘਨੈ : 1
ਟੋਪੀ : 1
ਟੋਪੁ : 1
ਟੋਭਿਆ : 1
ਟੋਰੈ : 1
ਟੋਲਹੁ : 1
ਟੋਲਾਵਹੁ : 1
ਟੋਲੀ : 1
ਟੋਲੀਐ : 1
ਟੋਵੈ : 1
ਟੋਹੇ : 1
ਟੰਗ : 1
ਟੰਚੁ : 1
ਟੰਮਕ : 1
ਠਇਓ : 1
ਠਉਰਾ : 1
ਠਉਰੇ : 1
ਠਕੁਰਾਣੀ : 1
ਠਗਉਰ : 1
ਠਗਣਹਾਰ : 1
ਠਗਦੇਉ : 1
ਠਗਨ੍ਹ੍ਹਿ : 1
ਠਗਮੂਰੀ : 1
ਠਗਵਾਰੀ : 1
ਠਗਵਾਲੇ : 1
ਠਗਵਾੜਾ : 1
ਠਗਵਾੜੀ : 1
ਠਗਹਾਰੇ : 1
ਠਗਾ : 1
ਠਗਾਇ : 1
ਠਗਾਈ : 1
ਠਗਾਊ : 1
ਠਗਾਨਾ : 1
ਠਗਾਵੈ : 1
ਠਗਿਆਈ : 1
ਠਗਿਓ : 1
ਠਗੀਂ : 1
ਠਗੀਆ : 1
ਠਗੇ : 1
ਠਗੈ : 1
ਠਠੈ : 1
ਠਨਕਾ : 1
ਠਨਗਨੁ : 1
ਠਰਾ : 1
ਠਰੂਰੁ : 1
ਠਰੂਰੇ : 1
ਠਹਰਾਇਓ : 1
ਠਹਰਾਇਦਾ : 1
ਠਹਰਾਨਾ : 1
ਠਹਰਾਨੀ : 1
ਠਹਰਾਨੇ : 1
ਠਹਰਾਨੋ : 1
ਠਹਰਾਯਉ : 1
ਠਹਰਾਵਨ : 1
ਠਹਰਾਵੈਗੋ : 1
ਠਾਂਢਾ : 1
ਠਾਂਹੀ : 1
ਠਾਇਓ : 1
ਠਾਊ : 1
ਠਾਕਹਾਰੇ : 1
ਠਾਕਹੁ : 1
ਠਾਕਿਆ : 1
ਠਾਕੀ : 1
ਠਾਕੀਆ : 1
ਠਾਕੀਐ : 1
ਠਾਕੁਰਾ : 1
ਠਾਕੈ : 1
ਠਾਗਉਰੀ : 1
ਠਾਗੀ : 1
ਠਾਗੈ : 1
ਠਾਟਾ : 1
ਠਾਠਾ : 1
ਠਾਢੋ : 1
ਠਾਢੌ : 1
ਠਾਣ : 1
ਠਾਣੀ : 1
ਠਾਨੀ : 1
ਠਾਹਣੁ : 1
ਠਾਹਰੈ : 1
ਠਾਹਹਿ : 1
ਠਾਹਿ : 1
ਠਾੲ​‍ਂ​‍ੀ : 1
ਠਿਠਕੀ : 1
ਠਿਣਕਿਓਨੁ : 1
ਠੀਕਰੁ : 1
ਠੀਗਾ : 1
ਠੀਸ : 1
ਠੇਂਗਾ : 1
ਠੰਢੜਾ : 1
ਡਕੈ : 1
ਡਗਮਗੇ : 1
ਡਗਰੀ : 1
ਡਗਰੋ : 1
ਡਡੀਆ : 1
ਡਡੁਰੀ : 1
ਡਡੈ : 1
ਡਰਈ : 1
ਡਰਣ : 1
ਡਰਤ : 1
ਡਰਤੁ : 1
ਡਰਤੇ : 1
ਡਰਦਾ : 1
ਡਰਨਾ : 1
ਡਰਨੁ : 1
ਡਰਪਨਾ : 1
ਡਰਪਾਵਉ : 1
ਡਰਪਿ : 1
ਡਰਾ : 1
ਡਰਾਂ : 1
ਡਰਾਂਉ : 1
ਡਰਾਂਹੀ : 1
ਡਰਾਇ : 1
ਡਰਾਇਓ : 1
ਡਰਾਉ : 1
ਡਰਾਏ : 1
ਡਰਾਨਾ : 1
ਡਰਾਨੇ : 1
ਡਰਾਵਣੀ : 1
ਡਰਾਹੀ : 1
ਡਰਿਆ : 1
ਡਰਿਆਹੁ : 1
ਡਰਿਓ : 1
ਡਰੀਆਸੁ : 1
ਡਰੂਆ : 1
ਡਰ੍ਯ੍ਯਉ : 1
ਡਵਿ : 1
ਡਸਾਨਾ : 1
ਡਸਿ : 1
ਡਸੀਅਲੇ : 1
ਡਸੀਐ : 1
ਡਸੰਤੇ : 1
ਡਹਕਹਿ : 1
ਡਹਕਾਇਆ : 1
ਡਹਕਾਈ : 1
ਡਹਕਾਏ : 1
ਡਹਕਾਵਏ : 1
ਡਹਕਾਵਹੁ : 1
ਡਹਕਾਵੈ : 1
ਡਾਂਗੀਆ : 1
ਡਾਂਡ : 1
ਡਾਂਡਾ : 1
ਡਾਂਡੇ : 1
ਡਾਂਵੜਾ : 1
ਡਾਇਣ : 1
ਡਾਇਣਿ : 1
ਡਾਕੀ : 1
ਡਾਖੜੋ : 1
ਡਾਡੀ : 1
ਡਾਢਾ : 1
ਡਾਢਿਆ : 1
ਡਾਢੀ : 1
ਡਾਨਉ : 1
ਡਾਨਿ : 1
ਡਾਨੈ : 1
ਡਾਰਤ : 1
ਡਾਰਾ : 1
ਡਾਰੈ : 1
ਡਾਲਿ : 1
ਡਿਖਾ : 1
ਡਿਖੰਦੋ : 1
ਡਿਗਿ : 1
ਡਿਠੀਆ : 1
ਡਿਠੋਮਿ : 1
ਡਿਠੜਾ : 1
ਡਿਠੜਿਆ : 1
ਡਿਠੜੋ : 1
ਡਿਵੈ : 1
ਡਿੰਨਾ : 1
ਡਿੰਭ : 1
ਡੀਗਨ : 1
ਡੀਠਿ : 1
ਡੀਠਿਆ : 1
ਡੀਠੁਲਾ : 1
ਡੀਠੇ : 1
ਡੀਠੈ : 1
ਡੀਠੜਿਆ : 1
ਡੀਹਰ : 1
ਡੀਹੜਾ : 1
ਡੁਖਾ : 1
ਡੁਖੁ : 1
ਡੁਖੇ : 1
ਡੁਖੜੇ : 1
ਡੁਬਣ : 1
ਡੁਬਣਿ : 1
ਡੁਬਤਾ : 1
ਡੁਬਦਿਆ : 1
ਡੁਬਦੀ : 1
ਡੁਬਾ : 1
ਡੁਬਾਵਹਿ : 1
ਡੁਬੀਐ : 1
ਡੁਬੋਹੁ : 1
ਡੁਬੰਤ੍ਯ੍ਯਹ : 1
ਡੁਬੰਦੋ : 1
ਡੁਮਣੋ : 1
ਡੁਲਾਨਾ : 1
ਡੁਲਾਵਹਿ : 1
ਡੁਲਾਵੈ : 1
ਡੁਲਾਵੈਗੋ : 1
ਡੁੰਮਣਾ : 1
ਡੁੰਮਿ : 1
ਡੂਇ : 1
ਡੂਗਰੁ : 1
ਡੂਜੜੋ : 1
ਡੂਬਤਾ : 1
ਡੂਬਦੇ : 1
ਡੂਬਹਿਗੋ : 1
ਡੂਬਹੁ : 1
ਡੂਬੌ : 1
ਡੂਮਣੀ : 1
ਡੂਮਿ : 1
ਡੂੰਗਰ : 1
ਡੇਂਹੀਆ : 1
ਡੇਈ : 1
ਡੇਊ : 1
ਡੇਖਣ : 1
ਡੇਖਣਹਾਰੁ : 1
ਡੇਖਾਊ : 1
ਡੇਖਿ : 1
ਡੇਰੀ : 1
ਡੇਰੇ : 1
ਡੇਵਸਾ : 1
ਡੇਹਿ : 1
ਡੋਬੇਨਿ : 1
ਡੋਬੰਨਿ : 1
ਡੋਮ : 1
ਡੋਲਤੇ : 1
ਡੋਲਾ : 1
ਡੋਲਾਏ : 1
ਡੋਲਾਨੇ : 1
ਡੋਲੀ : 1
